,obsNo,userID,itemID,styleID,rating,brewerID,timestamp
38938,38965,1708,20539,394,4.0,394,1233517707
13637,13646,1011,11757,1199,4.5,1199,1300417006
37783,37810,2597,1621,394,3.0,394,1118287067
29925,29952,1907,47658,1199,4.5,1199,1306423660
18631,18640,6487,727,263,3.5,263,1199053949
13101,13110,915,28350,3268,3.0,3268,1318390713
21097,21106,2258,19960,1199,5.0,1199,1301543131
36583,36610,2093,11493,5313,2.0,5313,1284681633
26252,26279,3916,33644,14879,4.0,14879,1244340938
29400,29427,1613,17538,1199,3.5,1199,1134191191
41821,41848,2001,2740,860,3.5,860,1275933801
30007,30034,695,5411,394,4.0,394,1148777325
2501,2501,2206,14454,395,3.0,395,1257140119
18354,18363,478,48556,21516,3.0,21516,1322446882
9828,9837,7743,3824,1417,3.0,1417,1092807026
25339,25348,5992,17538,1199,4.0,1199,1166675264
18635,18644,5331,11757,1199,4.0,1199,1226347881
21406,21415,870,17538,1199,4.5,1199,1286425901
19700,19709,8130,727,263,2.0,263,1032261119
13147,13156,1680,35036,1199,3.5,1199,1291770802
8066,8075,2499,7348,1199,3.5,1199,1267581379
3610,3610,197,35036,1199,4.0,1199,1248842758
7660,7669,6866,20470,394,4.5,394,1113434946
38614,38641,4949,21822,1199,4.0,1199,1239320822
36637,36664,4663,5441,1199,3.5,1199,1195528493
9698,9707,3734,29145,263,4.0,263,1242622881
12596,12605,4559,6824,1454,4.0,1454,1074525053
21440,21449,2833,47695,14879,4.0,14879,1287962280
12835,12844,6568,1504,568,4.0,568,1194992186
11564,11573,579,25382,394,3.5,394,1223080190
2251,2251,1167,5441,1199,4.0,1199,1302985609
7461,7470,2671,966,365,5.0,365,1295876923
24657,24666,2853,48525,365,4.0,365,1244748319
26992,27019,3271,56115,14879,3.5,14879,1269465577
9975,9984,558,19960,1199,4.5,1199,1237864706
37474,37501,190,1504,568,4.0,568,1260680791
37135,37162,319,5441,1199,4.0,1199,1312505145
31114,31141,1702,53495,365,3.5,365,1309720221
11151,11160,1188,48911,1199,3.5,1199,1315786513
25071,25080,7748,429,1,3.5,1,1126378288
3838,3838,974,53468,1199,4.5,1199,1290203344
9683,9692,3734,34146,1199,3.5,1199,1233807033
43457,43484,1244,798,289,1.5,289,1150754952
32491,32518,4565,19960,1199,3.5,1199,1199149618
8192,8201,600,19960,1199,4.5,1199,1319058867
42419,42446,2138,40153,14879,4.0,14879,1236305269
4101,4101,3709,57110,14879,4.5,14879,1275705187
15498,15507,77,45878,14,5.0,14,1326034669
20536,20545,28,7693,3282,3.0,3282,1179527494
36673,36700,2510,16074,1199,4.0,1199,1235164731
14777,14786,7820,3824,1417,3.5,1417,1091380901
7322,7331,3443,16074,1199,4.0,1199,1138127396
35638,35665,6155,1121,395,3.0,395,1138059316
20759,20768,530,43091,16386,4.0,16386,1281404626
7372,7381,1061,38552,765,2.5,765,1292615907
9507,9516,2803,20470,394,4.5,394,1293837714
12468,12477,2144,36670,394,4.5,394,1279895570
23306,23315,2027,35036,1199,2.0,1199,1290989672
24996,25005,4471,4904,1417,4.0,1417,1227583800
44138,44165,8090,15660,1454,5.0,1454,1075563582
40096,40123,793,1123,395,3.5,395,1305248705
21254,21263,881,61936,5500,3.5,5500,1292284428
41415,41442,6980,2718,860,4.0,860,1076626552
4417,4417,5154,1324,263,4.5,263,1210835164
30836,30863,4308,25884,12224,1.5,12224,1145088829
6765,6774,136,1123,395,4.0,395,996507295
43055,43082,4489,20470,394,4.5,394,1166757080
31921,31948,4850,7675,3268,4.0,3268,1181257932
28336,28363,6257,23474,1199,4.5,1199,1199651844
27477,27504,1320,13282,2446,4.0,2446,1102280012
2157,2157,6437,7324,395,4.0,395,1190513266
4526,4526,3695,429,1,3.5,1,1274301968
12154,12163,7663,429,1,5.0,1,1068034501
10934,10943,235,20893,9020,4.0,9020,1311630254
21439,21448,2833,25414,1075,4.0,1075,1276458339
20494,20503,28,176,60,3.0,60,1014237711
44276,44303,920,16074,1199,4.0,1199,1267148710
25905,25932,7414,7675,3268,4.0,3268,1040895968
39188,39215,2535,25382,394,3.5,394,1255561088
8336,8345,3185,22604,1463,4.0,1463,1287514763
23447,23456,930,2719,860,3.5,860,1260926113
32108,32135,4759,1622,394,4.5,394,1243871732
37562,37589,692,21822,1199,4.5,1199,1302028601
36849,36876,1457,47695,14879,3.0,14879,1295210630
39999,40026,375,5411,394,4.0,394,1275272851
10985,10994,1724,11709,577,4.0,577,1210570193
26731,26758,6049,20470,394,3.5,394,1213490023
6964,6973,6378,19960,1199,5.0,1199,1203994505
4877,4877,7769,727,263,3.5,263,1080282248
30713,30740,160,36670,394,4.0,394,1182039834
32307,32334,3318,727,263,4.0,263,1226108371
7566,7575,24,798,289,2.5,289,1182781159
15703,15712,6819,16115,1199,4.5,1199,1117993437
16869,16878,7377,18903,9347,2.5,9347,1151529803
12811,12820,194,35036,1199,4.0,1199,1319513114
21472,21481,2955,7348,1199,4.5,1199,1266182313
26628,26655,2660,53495,365,3.5,365,1287524113
18621,18630,5620,35036,1199,4.0,1199,1230902735
2975,2975,410,4073,1199,4.0,1199,1318608507
22796,22805,1555,55900,1199,4.0,1199,1267319611
301,301,4363,2572,807,4.5,807,1194791649
21099,21108,2258,11757,1199,4.5,1199,1285733397
18289,18298,867,35036,1199,4.0,1199,1319139906
1277,1277,2605,41519,14484,3.5,14484,1266253234
7788,7797,927,7463,1199,4.0,1199,1275879708
18213,18222,6369,19960,1199,4.5,1199,1204248989
8513,8522,894,44279,14,3.0,14,1218497245
38640,38667,1740,5441,1199,4.5,1199,1234318785
40349,40376,6191,16115,1199,4.5,1199,1109988797
25888,25915,7414,16638,3268,3.5,3268,1079704182
29280,29307,7524,1504,568,4.5,568,1133226845
31429,31456,6681,25382,394,4.0,394,1163727672
31422,31449,53,16074,1199,4.0,1199,1297466721
28606,28633,740,11757,1199,4.5,1199,1319392335
4871,4871,263,47695,14879,4.5,14879,1257473774
12011,12020,4235,25852,1199,4.5,1199,1208125951
6558,6567,7499,727,263,3.0,263,1145026701
5982,5991,3301,29145,263,4.0,263,1215110526
34658,34685,2089,61053,14756,3.0,14756,1285873041
23510,23519,3285,1622,394,4.0,394,1229130544
21711,21720,208,2599,14,4.0,14,1323490190
35064,35091,5488,21822,1199,4.0,1199,1233548945
42972,42999,5019,20470,394,3.0,394,1234252582
2645,2645,6219,35649,3268,5.0,3268,1203972421
14763,14772,4511,966,365,3.0,365,1255924841
20484,20493,28,1598,60,3.0,60,1083122717
43059,43086,4489,26030,5970,3.5,5970,1127781051
39094,39121,37,7463,1199,4.0,1199,1326086422
14511,14520,7374,22907,453,4.0,453,1151687272
18088,18097,577,959,365,2.0,365,1318245622
37350,37377,2695,7167,1315,4.5,1315,1246568353
25946,25973,6853,429,1,2.5,1,1179945163
32895,32922,4813,47659,1199,1.0,1199,1250041825
34411,34438,629,13350,3268,3.0,3268,1231211930
26834,26861,746,53495,365,4.0,365,1309965553
14159,14168,133,40268,14,4.0,14,1322774250
21280,21289,2977,55900,1199,4.0,1199,1270511681
7842,7851,4741,17538,1199,3.5,1199,1220665589
22711,22720,7460,11757,1199,4.5,1199,1147555994
44252,44279,486,19960,1199,5.0,1199,1144725856
40997,41024,2016,727,263,3.5,263,1144106788
36903,36930,2041,7463,1199,4.0,1199,1283738346
26187,26214,5097,13350,3268,3.5,3268,1226973290
14764,14773,4511,1504,568,4.5,568,1123717405
42721,42748,2322,21822,1199,4.5,1199,1300737075
37228,37255,33,35886,2850,2.5,2850,1206221575
23371,23380,559,17538,1199,4.0,1199,1289493043
28313,28340,6257,1621,394,4.0,394,1162612053
1131,1131,202,7348,1199,4.0,1199,1309830460
15437,15446,2280,5441,1199,4.0,1199,1301205568
30400,30427,2845,47658,1199,4.5,1199,1243198037
33841,33868,5257,16074,1199,4.0,1199,1215671109
27485,27512,6896,25414,1075,4.0,1075,1177638920
319,319,4363,16074,1199,3.5,1199,1177165446
15057,15066,977,16638,3268,2.0,3268,1171682949
27732,27759,2960,11493,5313,3.5,5313,1248134047
31076,31103,1912,63986,765,1.5,765,1297786388
31853,31880,2897,1599,60,4.0,60,1204341691
16262,16271,6560,29145,263,4.5,263,1144812297
4723,4723,1372,38552,765,3.0,765,1190772115
19396,19405,1037,63863,9020,4.0,9020,1293999435
25444,25471,5167,7463,1199,3.0,1199,1219706427
4388,4388,2326,46670,16386,3.0,16386,1268449643
15867,15876,1871,38468,16269,4.0,16269,1280886514
10243,10252,1291,33662,14879,3.5,14879,1315014847
39917,39944,1888,5441,1199,4.5,1199,1306694898
27522,27549,1262,24905,1199,3.5,1199,1315352214
1250,1250,2039,55900,1199,4.5,1199,1270604164
39500,39527,7541,1550,394,4.5,394,1142300873
42213,42240,2808,33644,14879,4.5,14879,1186178470
18567,18576,5267,25382,394,3.5,394,1225754839
34143,34170,31,21822,1199,4.5,1199,1149905100
39212,39239,2330,20539,394,4.0,394,1288836023
10854,10863,4702,40153,14879,4.0,14879,1237507839
1875,1875,3147,1122,395,4.0,395,1158448780
20156,20165,2104,20470,394,4.0,394,1243909711
36061,36088,8120,3939,1417,4.5,1417,1074841456
33248,33275,1415,40153,14879,4.5,14879,1313542186
4667,4667,929,429,1,4.0,1,1238292263
25978,26005,487,63894,10541,3.5,10541,1311806593
14430,14439,6030,19960,1199,5.0,1199,1216437842
13321,13330,74,36670,394,4.0,394,1188104850
20363,20372,947,58053,395,3.0,395,1316569519
5949,5958,277,52211,14879,3.5,14879,1283725744
38970,38997,4476,33644,14879,5.0,14879,1234838933
31088,31115,1195,7348,1199,4.5,1199,1316226702
36419,36446,99,7348,1199,4.5,1199,1296262893
37980,38007,2670,7463,1199,4.0,1199,1282003995
20984,20993,943,5441,1199,4.0,1199,1288899115
15201,15210,1245,45450,2310,4.0,2310,1193712378
35308,35335,641,4920,1315,4.5,1315,1165077183
27350,27377,1938,11757,1199,4.5,1199,1305869720
2819,2819,4228,429,1,5.0,1,1264800838
12197,12206,1595,4073,1199,3.5,1199,1227008935
26047,26074,5483,5441,1199,4.0,1199,1229955560
18830,18839,1323,56115,14879,4.0,14879,1267450757
8337,8346,3185,51404,20638,3.0,20638,1282296320
10082,10091,3655,1599,60,4.0,60,1119234501
5477,5477,2913,11757,1199,3.5,1199,1292087051
38004,38031,5438,10784,1075,4.0,1075,1202967279
2656,2656,990,4373,1386,4.5,1386,1297643570
42180,42207,158,25382,394,3.0,394,1303866641
27669,27696,1183,59548,14879,4.0,14879,1282000251
28850,28877,5038,21822,1199,4.5,1199,1240365890
11342,11351,5135,7675,3268,4.0,3268,1147383675
40852,40879,7730,20470,394,3.5,394,1127959540
2317,2317,3218,47658,1199,4.5,1199,1286850538
10830,10839,4354,962,365,3.5,365,1253927889
14932,14941,29,36269,10541,3.5,10541,1282201261
11090,11099,5237,20891,568,3.5,568,1132806354
40540,40567,3485,54827,1199,4.5,1199,1268162123
14410,14419,3689,45743,14,4.0,14,1226786128
20682,20691,5848,40308,14365,4.5,14365,1199059091
21077,21086,2794,429,1,4.0,1,1283122463
4529,4529,3450,5441,1199,4.5,1199,1271706635
42347,42374,7205,2718,860,3.0,860,1047969656
40815,40842,5335,429,1,3.0,1,1126486723
38845,38872,6313,1622,394,4.0,394,1128128029
12003,12012,4235,13282,2446,3.5,2446,1263486288
30985,31012,3495,727,263,4.0,263,1269987138
7956,7965,2406,34146,1199,3.5,1199,1276293966
20842,20851,6790,436,163,3.0,163,1155341557
42723,42750,3942,7463,1199,4.0,1199,1229319028
34407,34434,629,24059,3268,3.0,3268,1241664859
32745,32772,7745,17538,1199,1.0,1199,1126487994
1718,1718,1521,25414,1075,3.5,1075,1248142715
10233,10242,1291,5441,1199,3.5,1199,1290977130
34573,34600,1642,1504,568,4.5,568,1196749424
17702,17711,5175,1791,60,4.0,60,1189046934
23834,23843,6945,4904,1417,4.0,1417,1175199078
24867,24876,2702,48911,1199,3.0,1199,1247784141
5475,5475,5083,33644,14879,5.0,14879,1242780686
23699,23708,5350,4073,1199,3.5,1199,1219843828
24726,24735,5014,4904,1417,4.5,1417,1244648797
21400,21409,1538,3326,1068,4.0,1068,1143450181
30919,30946,3644,5441,1199,4.0,1199,1273590702
5568,5568,6988,176,60,4.0,60,1152758941
22886,22895,227,72822,24445,4.0,24445,1316798665
24116,24125,1576,47695,14879,4.0,14879,1284160716
7297,7306,3809,16638,3268,3.5,3268,1258773584
39826,39853,139,51483,9020,4.0,9020,1289188834
14945,14954,29,7675,3268,3.0,3268,1138691080
38197,38224,4074,26930,14,4.5,14,1131993955
21612,21621,2932,34590,365,4.0,365,1244881070
42792,42819,5327,19960,1199,4.5,1199,1237584401
14131,14140,4906,7463,1199,4.5,1199,1240976847
11084,11093,5237,1525,568,4.0,568,1144973061
5635,5635,4327,7463,1199,4.0,1199,1261462682
19687,19696,1092,11757,1199,5.0,1199,1279206578
30353,30380,2770,1504,568,3.5,568,1271860969
22174,22183,433,20478,1199,4.5,1199,1322866928
2277,2277,6766,21436,14,4.0,14,1173891091
27014,27041,1423,11757,1199,5.0,1199,1312850911
26980,27007,4487,54134,14879,3.0,14879,1258849600
32104,32131,6187,3824,1417,4.0,1417,1210693843
33756,33783,2672,7360,936,4.0,936,1150588358
29988,30015,695,178,60,3.5,60,1157915053
10138,10147,833,20478,1199,4.5,1199,1227809416
17312,17321,4549,35036,1199,4.0,1199,1236633595
25443,25470,5167,17538,1199,2.5,1199,1222038535
27848,27875,3224,61060,1482,4.0,1482,1281910452
2102,2102,3409,34146,1199,4.5,1199,1243110486
31938,31965,3953,19960,1199,4.5,1199,1269734972
29375,29402,4650,28950,13397,2.0,13397,1219529180
28097,28124,7521,4073,1199,3.0,1199,1112564841
5977,5986,3301,22591,9370,4.0,9370,1206001314
11628,11637,1112,55900,1199,4.0,1199,1310175691
29285,29312,2644,429,1,4.0,1,1291851516
43187,43214,1040,20478,1199,5.0,1199,1288225546
15228,15237,5021,19960,1199,3.5,1199,1239548534
1638,1638,7967,2780,850,4.0,850,1061742447
29847,29874,5708,33662,14879,4.0,14879,1216522259
6035,6044,19,5441,1199,4.0,1199,1172457936
4011,4011,1503,1414,163,2.5,163,1311275368
40397,40424,4454,6825,1454,2.0,1454,1259532850
23301,23310,5918,798,289,1.0,289,1221672864
40316,40343,273,16074,1199,4.0,1199,1314503589
5858,5867,6732,19960,1199,4.5,1199,1145413226
4713,4713,1372,16074,1199,4.0,1199,1238802439
37642,37669,8121,2106,394,4.5,394,1074658166
31087,31114,7395,1621,394,4.5,394,1150427262
25834,25861,154,25656,9020,3.5,9020,1325387004
22587,22596,25,33662,14879,4.0,14879,1230005987
34222,34249,7139,16115,1199,3.5,1199,1163233287
24664,24673,2853,47658,1199,3.5,1199,1293151786
30397,30424,2845,16074,1199,4.5,1199,1235868232
17396,17405,3836,34146,1199,4.0,1199,1236305205
18929,18938,1791,10784,1075,3.5,1075,1284791160
20678,20687,5848,40632,14365,4.5,14365,1200790538
22557,22566,25,7694,3282,4.0,3282,1232772226
32217,32244,2822,4073,1199,3.5,1199,1289007353
39686,39713,1873,2572,807,3.5,807,1306864644
16951,16960,6859,16074,1199,4.5,1199,1115811291
42942,42969,4634,35036,1199,3.0,1199,1195680447
22368,22377,4064,1018,263,4.5,263,1245487967
18236,18245,2556,56259,22167,4.0,22167,1269787902
43370,43397,796,48525,365,4.5,365,1270008655
30441,30468,1450,966,365,3.5,365,1255237521
35903,35930,7702,1549,394,2.0,394,1101698057
11558,11567,579,20539,394,4.0,394,1218392896
20429,20438,3448,40815,12224,3.5,12224,1282351993
10075,10084,3655,11757,1199,5.0,1199,1131938834
4935,4935,8024,727,263,4.0,263,1090982511
25027,25036,5481,11757,1199,3.5,1199,1221754112
32358,32385,3001,57110,14879,4.0,14879,1281060783
30855,30882,874,21822,1199,4.5,1199,1308790541
8540,8549,2815,28950,13397,2.5,13397,1259359168
25352,25361,4745,7463,1199,4.5,1199,1247283039
1769,1769,6211,1123,395,4.0,395,1142120128
32355,32382,3001,25852,1199,3.5,1199,1254017158
20923,20932,3005,5547,971,3.5,971,1203792433
23044,23053,4366,34146,1199,4.0,1199,1235951183
44059,44086,467,429,1,4.0,1,1207425677
36585,36612,2461,1791,60,4.5,60,1298695791
42562,42589,3767,7675,3268,4.5,3268,1273970412
8548,8557,2815,55900,1199,4.0,1199,1271530240
43334,43361,680,24905,1199,3.5,1199,1264383918
7547,7556,24,10784,1075,4.5,1075,1194792567
37666,37693,1867,35036,1199,4.0,1199,1297744525
23023,23032,426,24905,1199,4.0,1199,1321598396
19516,19525,4753,429,1,4.0,1,1251684639
15093,15102,4361,11757,1199,4.5,1199,1126456480
32343,32370,3001,52211,14879,4.0,14879,1256957558
38346,38373,32,20470,394,4.0,394,1145029171
41264,41291,5597,33927,14879,2.5,14879,1231389761
8777,8786,439,52211,14879,3.5,14879,1317494212
7255,7264,5033,1123,395,3.5,395,1219890763
26876,26903,490,4073,1199,4.5,1199,1304214043
34036,34063,3137,11757,1199,4.5,1199,1225772708
5285,5285,3862,45137,14756,3.0,14756,1271679864
21791,21800,2763,25656,9020,4.5,9020,1267219982
16659,16668,7831,7463,1199,4.5,1199,1108052006
36451,36478,216,31705,13905,3.5,13905,1310171548
15089,15098,4361,1550,394,4.5,394,1121745318
26229,26256,877,36862,14879,3.5,14879,1281577784
19813,19822,564,66856,1454,5.0,1454,1299187586
43993,44020,3145,11757,1199,5.0,1199,1288298788
37359,37386,4590,29687,395,3.5,395,1256065521
16386,16395,7432,10001,14,4.0,14,1085423065
6580,6589,1660,429,1,4.5,1,1218660734
40143,40170,1064,35036,1199,4.5,1199,1273352075
6696,6705,391,429,1,4.0,1,1237321640
32457,32484,7819,4073,1199,3.0,1199,1105992951
6689,6698,391,21822,1199,4.0,1199,1264606536
31764,31791,511,19960,1199,4.5,1199,1321465192
9880,9889,3748,21822,1199,4.5,1199,1113031872
20355,20364,8200,21822,1199,4.0,1199,1055882531
181,181,4400,1154,394,3.0,394,1044125076
2873,2873,7731,7463,1199,4.0,1199,1120870415
34861,34888,7488,436,163,2.5,163,1145738271
41383,41410,5392,46670,16386,4.0,16386,1235775426
40032,40059,3492,34808,13905,4.5,13905,1169008732
6910,6919,798,67533,1199,4.0,1199,1302221151
16231,16240,1508,48519,21516,3.0,21516,1275516611
5062,5062,2160,19960,1199,5.0,1199,1298756256
19653,19662,3931,35036,1199,3.5,1199,1228534173
34898,34925,1861,10784,1075,4.5,1075,1306993015
2769,2769,2294,2106,394,4.5,394,1240624338
38054,38081,2623,33644,14879,2.0,14879,1296616328
33494,33521,950,3939,1417,3.5,1417,1268745297
4796,4796,3009,1154,394,4.5,394,1252103730
13901,13910,6145,429,1,4.0,1,1172014621
12248,12257,521,46670,16386,4.0,16386,1264898852
14541,14550,2657,52426,14365,4.0,14365,1252351638
15923,15932,1751,11757,1199,5.0,1199,1287101731
41319,41346,43,35036,1199,4.5,1199,1325816571
20732,20741,6237,16074,1199,5.0,1199,1208743472
14851,14860,2923,5916,1,4.0,1,1291927279
29561,29588,13,19558,850,2.5,850,1202616505
26848,26875,1193,28350,3268,4.0,3268,1229532833
19715,19724,7794,2324,394,4.0,394,1084350760
7716,7725,3637,7675,3268,4.0,3268,1227244299
18528,18537,2010,34146,1199,4.0,1199,1233534525
38087,38114,4740,963,365,3.5,365,1203998150
26806,26833,4678,11757,1199,4.5,1199,1253556580
3556,3556,525,33644,14879,3.5,14879,1322095468
8418,8427,901,60511,1199,3.5,1199,1283675891
42749,42776,7632,3824,1417,4.0,1417,1135624752
20249,20258,397,436,163,2.5,163,1292125482
24083,24092,7087,1622,394,3.5,394,1168154330
24524,24533,5906,36670,394,3.5,394,1212527677
3881,3881,7673,11757,1199,4.0,1199,1115084028
23241,23250,3022,3939,1417,4.0,1417,1162524249
10379,10388,3051,3606,1315,4.5,1315,1238692134
19532,19541,5927,8590,765,2.5,765,1187467631
26191,26218,5097,9906,394,4.0,394,1152322292
374,374,1826,53466,1199,4.0,1199,1255813356
12395,12404,3204,60511,1199,4.5,1199,1287176020
39461,39488,185,7348,1199,4.5,1199,1318468183
2099,2099,3409,21822,1199,4.0,1199,1246322370
34984,35011,3335,61864,14756,3.5,14756,1284516843
25858,25885,588,21822,1199,4.5,1199,1239507921
20190,20199,862,64330,9370,3.5,9370,1319156459
16300,16309,598,47658,1199,5.0,1199,1321337517
26286,26313,624,12073,5313,3.5,5313,1317344722
33771,33798,2672,5487,2098,4.0,2098,1243008282
30322,30349,371,58053,395,3.5,395,1323393316
2260,2260,4216,7463,1199,4.5,1199,1264551785
22106,22115,2321,65401,24445,3.5,24445,1295483842
31643,31670,392,19960,1199,4.0,1199,1287596222
33265,33292,7094,3824,1417,2.5,1417,1128906494
24539,24548,5265,19960,1199,4.5,1199,1238644376
11331,11340,5135,20470,394,4.0,394,1132526641
29515,29542,3397,1622,394,4.0,394,1283392660
39773,39800,139,33644,14879,4.5,14879,1272912745
23853,23862,413,18293,3403,2.0,3403,1299636604
28546,28573,3202,3824,1417,4.0,1417,1091672129
44089,44116,467,66619,21516,3.5,21516,1313630299
7415,7424,7906,14301,807,4.5,807,1069279257
3296,3296,1371,25852,1199,4.0,1199,1313976236
18963,18972,4868,39289,14756,3.0,14756,1248665673
44122,44149,893,3824,1417,3.0,1417,1299897226
27951,27978,4994,11757,1199,1.5,1199,1165723692
4303,4303,5370,20478,1199,3.5,1199,1199322778
3572,3572,197,39215,395,4.0,395,1192851611
24699,24708,2970,54731,263,4.5,263,1291315110
24403,24412,2260,436,163,1.5,163,1292179072
40176,40203,4677,16074,1199,4.0,1199,1253591225
3994,3994,4694,20478,1199,3.5,1199,1197423851
27594,27621,3249,7672,3268,3.5,3268,1189715068
24347,24356,2946,60584,1199,5.0,1199,1284637343
36029,36056,1045,33644,14879,4.0,14879,1268617043
1106,1106,5973,4073,1199,4.0,1199,1218665993
37707,37734,7180,11757,1199,4.5,1199,1139453689
17516,17525,1691,49076,1199,4.5,1199,1272161670
5746,5746,3557,40303,394,4.0,394,1203658507
30972,30999,766,11757,1199,5.0,1199,1298694939
14150,14159,6521,7463,1199,5.0,1199,1192451813
17158,17167,8137,1018,263,2.5,263,1048089216
36467,36494,216,1598,60,4.0,60,1157831361
22634,22643,2272,1791,60,3.5,60,1276790015
1242,1242,2039,16115,1199,4.0,1199,1271619782
18728,18737,3176,21822,1199,3.5,1199,1270003470
18733,18742,6801,20417,395,4.0,395,1166068083
30568,30595,6847,17538,1199,3.5,1199,1180470277
32456,32483,7819,7463,1199,3.5,1199,1105997518
41973,42000,6913,16074,1199,3.5,1199,1176926846
30217,30244,4229,33644,14879,4.0,14879,1243275862
22240,22249,2282,36862,14879,2.0,14879,1278818236
40775,40802,5521,19960,1199,3.5,1199,1233008539
40714,40741,6403,16074,1199,4.5,1199,1202880036
30626,30653,1779,436,163,2.0,163,1229692701
13008,13017,1042,3606,1315,4.5,1315,1265417066
8321,8330,3007,11757,1199,4.5,1199,1242513839
28226,28253,3503,7348,1199,3.5,1199,1281034926
40750,40777,6669,31705,13905,4.0,13905,1186709809
25439,25466,5167,16074,1199,5.0,1199,1215732835
9884,9893,3748,43091,16386,3.5,16386,1237606758
8067,8076,2499,5441,1199,4.0,1199,1273194949
20546,20555,7114,429,1,3.5,1,1024168948
42315,42342,2032,4073,1199,3.5,1199,1304568711
7625,7634,5238,20478,1199,4.5,1199,1224197653
6995,7004,2400,7348,1199,4.0,1199,1231976999
2491,2491,2206,7348,1199,3.5,1199,1238032417
34410,34437,629,7348,1199,4.5,1199,1261372036
31098,31125,6469,429,1,4.0,1,1137305090
39535,39562,2402,1622,394,3.5,394,1270166299
12219,12228,1595,963,365,4.0,365,1259754349
20456,20465,2792,11757,1199,4.0,1199,1294004569
10604,10613,904,35036,1199,5.0,1199,1318893680
28985,29012,1836,436,163,3.5,163,1033670253
2069,2069,2693,35036,1199,4.5,1199,1260993399
30902,30929,3574,16074,1199,4.5,1199,1278135953
36969,36996,4993,29204,395,2.0,395,1185759122
10654,10663,17,5411,394,3.5,394,1285560224
12491,12500,1297,17538,1199,1.0,1199,1314937616
37608,37635,177,56887,3268,3.5,3268,1320601707
22051,22060,3274,1550,394,4.0,394,1248025002
34759,34786,565,10785,1075,3.5,1075,1321644594
42096,42123,7234,7463,1199,4.0,1199,1105844580
8514,8523,894,8422,3282,4.5,3282,1208748735
36503,36530,216,38959,16323,3.5,16323,1191722048
41582,41609,4980,1324,263,4.5,263,1245559250
9584,9593,1082,5537,1315,3.5,1315,1246148417
40765,40792,4533,20539,394,3.5,394,1223220571
30643,30670,1265,17538,1199,3.5,1199,1315315386
17568,17577,2011,5441,1199,4.5,1199,1304734963
42161,42188,2464,34146,1199,4.5,1199,1298615276
2240,2240,245,52211,14879,4.0,14879,1285248085
31232,31259,1303,3824,1417,3.5,1417,1117979209
17784,17793,6591,1549,394,4.5,394,1036388072
13495,13504,4679,5441,1199,4.5,1199,1212867785
30867,30894,7593,429,1,2.0,1,1139034991
26429,26456,1546,48466,3282,4.0,3282,1287101366
41507,41534,21,46170,17285,4.5,17285,1233253764
35673,35700,1078,5441,1199,4.0,1199,1317521900
41557,41584,21,17538,1199,2.5,1199,1164658096
41406,41433,6980,11757,1199,5.0,1199,1134016369
16204,16213,4744,48530,7402,3.5,7402,1242173655
17958,17967,6672,19960,1199,5.0,1199,1176378020
23500,23509,2196,34146,1199,4.5,1199,1300379401
8530,8539,3248,11757,1199,5.0,1199,1262302841
20590,20599,5534,17538,1199,4.0,1199,1205895744
3724,3724,1612,20470,394,3.5,394,1256701363
98,98,1256,53468,1199,4.0,1199,1294299353
34225,34252,7728,23474,1199,4.5,1199,1128048207
35998,36025,6924,16115,1199,4.5,1199,1145467060
40386,40413,1916,20470,394,4.0,394,1249446145
17980,17989,6969,6441,2723,3.5,2723,1168637552
19327,19336,8151,9906,394,3.0,394,1062764537
18425,18434,365,42939,1199,4.5,1199,1248121231
3304,3304,1371,7463,1199,3.5,1199,1234148302
24762,24771,760,3606,1315,4.0,1315,1253944503
29665,29692,13,17538,1199,4.0,1199,1118983413
14115,14124,1810,34590,365,4.0,365,1283315596
37699,37726,6178,40153,14879,4.0,14879,1209568708
35021,35048,6733,1504,568,4.0,568,1179458138
21927,21936,4842,960,365,4.0,365,1242456966
19753,19762,1462,11757,1199,4.5,1199,1294620272
29735,29762,6779,19960,1199,5.0,1199,1154031749
4915,4915,1055,54731,263,4.5,263,1300925009
34976,35003,1638,17538,1199,3.5,1199,1310515506
14274,14283,18,62342,568,3.0,568,1313897777
41337,41364,7244,17655,14,3.5,14,1086753102
20044,20053,3090,4904,1417,4.5,1417,1029679295
34911,34938,372,36670,394,3.0,394,1295719009
44136,44163,8090,13289,1454,3.5,1454,1065483023
8954,8963,792,33644,14879,2.0,14879,1317876517
14507,14516,7374,21652,2430,1.5,2430,1150548667
21366,21375,1543,10784,1075,4.5,1075,1290892378
32717,32744,3,22616,1463,2.0,1463,1272196231
18852,18861,1323,69202,1417,3.5,1417,1314636557
34627,34654,2089,429,1,5.0,1,1264537137
11556,11565,579,60511,1199,4.5,1199,1287104045
17165,17174,6760,24905,1199,4.5,1199,1173310658
23141,23150,4329,40176,12224,3.5,12224,1260735041
18321,18330,7546,16074,1199,4.0,1199,1130861266
22017,22026,30,4920,1315,3.0,1315,1166400010
37634,37661,2180,10784,1075,4.0,1075,1298841962
4956,4956,566,47658,1199,4.5,1199,1321638714
6976,6985,2400,20470,394,4.0,394,1141952117
16974,16983,7362,5441,1199,4.5,1199,1129231452
16763,16772,1414,25852,1199,4.5,1199,1310916370
16298,16307,598,40153,14879,4.0,14879,1267212324
17513,17522,1691,48556,21516,3.0,21516,1261532821
42333,42360,7205,25382,394,4.5,394,1160605395
25064,25073,759,20539,394,3.0,394,1320067421
